cdr_id,date,time,a_party_number,a_party_imei,a_party_imsi,a_party_operator,b_party_number,b_party_imei,call_type,duration_sec,first_cell_id,last_cell_id,lac,cell_site_address,city,circle,roaming_flag,is_suspicious,scenario_tag
GJ-CDR-0005568,04-05-2026,22:39:58,7010109826,646713440117948,40584228331844,Vi (Vodafone Idea),9000991357,663492291606610,SMS-MT,0,36113,36113,10025,GJ-SUR-KATARGAM-02,Surat,Gujarat,N,N,
GJ-CDR-0005569,04-05-2026,22:43:38,7044566847,543084449360213,40539556987487,Vi (Vodafone Idea),9424558507,981484016781433,MTC,155,32282,32282,10754,GJ-SUR-PIPLOD-03,Surat,Gujarat,N,N,
GJ-CDR-0005570,04-05-2026,22:46:38,6271924032,913913047462630,40589937795206,Reliance Jio,9093286999,880197133592061,MOC,65,39495,39495,10604,GJ-SUR-CITYLIGHT-12,Surat,Gujarat,N,N,
GJ-CDR-0005571,04-05-2026,22:46:51,9031367138,864926170726182,40553614025252,BSNL,8245467688,784484060857729,SMS-MT,0,34929,34929,10281,GJ-SUR-UDHNA-09,Surat,Gujarat,N,N,
GJ-CDR-0005572,04-05-2026,22:52:28,6235918990,428350253645471,40579720423889,Reliance Jio,9487734515,057296193739715,MOC,47,31544,31544,10758,GJ-SUR-DUMAS-07,Surat,Gujarat,N,N,
GJ-CDR-0005573,04-05-2026,22:57:00,8241847827,424723801312434,40517249568730,BSNL,6367040106,848762654960149,MTC,13,30558,30558,10089,GJ-SUR-GHODDODROAD-12,Surat,Gujarat,N,N,
GJ-CDR-0005574,04-05-2026,23:43:57,9956173647,832611836580123,40547763879754,Airtel,8276844588,096687398432518,MOC,77,30050,30050,10758,GJ-SUR-DUMAS-02,Surat,Gujarat,N,N,
GJ-CDR-0005575,04-05-2026,23:58:56,9049231779,404519757188961,40514475096504,Airtel,9808883641,880163892733144,MTC,9,30105,34929,10281,GJ-SUR-UDHNA-02,Surat,Gujarat,N,N,
GJ-CDR-0005576,05-05-2026,00:21:09,7039474201,463063934408962,40591112084428,Vi (Vodafone Idea),8123552034,487806083793849,MTC,96,33206,33206,10913,GJ-SUR-BHATAR-04,Surat,Gujarat,N,N,
GJ-CDR-0005577,05-05-2026,00:23:02,9887442180,051605021955076,40546926442415,Airtel,9814884890,556505397018335,MTC,42,36189,36189,10558,GJ-SUR-NANPURA-03,Surat,Gujarat,N,N,
GJ-CDR-0005578,05-05-2026,00:27:35,9861637844,022775753116493,40559653868726,Airtel,9080627444,931637204491213,MTC,20,37078,37078,10517,GJ-SUR-DABHOLI-01,Surat,Gujarat,N,N,
GJ-CDR-0005579,05-05-2026,00:36:51,8183665280,094198304158306,40532392416664,Airtel,7011676174,774956686104320,SMS-MT,0,33032,33032,10758,GJ-SUR-DUMAS-10,Surat,Gujarat,N,N,
GJ-CDR-0005580,05-05-2026,00:47:25,6277076222,576211951552985,40531063414610,Reliance Jio,9048653664,133769732739191,SMS-MO,0,30973,30973,10754,GJ-SUR-PIPLOD-12,Surat,Gujarat,N,N,
GJ-CDR-0005581,05-05-2026,00:53:25,8259023304,521625566176946,40546482569647,BSNL,6243104294,759837664933165,MOC,127,35499,35499,10142,GJ-SUR-RANDER-11,Surat,Gujarat,N,N,
GJ-CDR-0005582,05-05-2026,01:04:16,9803190111,129046944701088,40576643635684,Airtel,7030533230,999513134044402,SMS-MO,0,32282,32282,10754,GJ-SUR-PIPLOD-11,Surat,Gujarat,N,N,
GJ-CDR-0005583,05-05-2026,01:14:04,8167685800,656746462948620,40517144318393,Airtel,9437190873,443733908919179,MTC,212,32085,32085,10025,GJ-SUR-KATARGAM-12,Surat,Gujarat,N,N,
GJ-CDR-0005584,05-05-2026,01:38:38,7043319257,122275239680464,40555042137404,Vi (Vodafone Idea),9808883641,880163892733144,MTC,19,36551,36551,10759,GJ-SUR-VARACHHA-07,Surat,Gujarat,N,N,
GJ-CDR-0005585,05-05-2026,01:42:00,9086264112,845460112861894,40512083209868,BSNL,7022885053,549310530952171,MOC,148,30698,30698,10089,GJ-SUR-GHODDODROAD-01,Surat,Gujarat,N,N,
GJ-CDR-0005586,05-05-2026,01:47:43,9831994271,751360825096606,40563412726041,Vi (Vodafone Idea),8245467688,784484060857729,MTC,76,38245,33032,10758,GJ-SUR-DUMAS-08,Surat,Gujarat,N,N,
GJ-CDR-0005587,05-05-2026,01:52:42,6226836644,199803083464604,40570989721155,Reliance Jio,8915391767,254489366792261,MTC,70,36454,36454,10250,GJ-SUR-PANDESARA-10,Surat,Gujarat,N,N,
GJ-CDR-0005588,05-05-2026,02:01:00,9985613858,150302996711558,40528743240302,Vi (Vodafone Idea),8940899489,452196190933276,MOC,32,38245,38245,10758,GJ-SUR-DUMAS-07,Surat,Gujarat,N,N,
GJ-CDR-0005589,05-05-2026,02:04:11,9173721224,627093145778703,40520795172443,Reliance Jio,8154448376,423598768757751,MOC,129,36454,36454,10250,GJ-SUR-PANDESARA-12,Surat,Gujarat,N,N,
GJ-CDR-0005590,05-05-2026,02:40:12,9482211477,264038266203571,40552376013369,BSNL,9948378959,512269807126681,SMS-MO,0,35481,35481,10754,GJ-SUR-PIPLOD-05,Surat,Gujarat,N,N,
GJ-CDR-0005591,05-05-2026,02:41:00,7043319257,122275239680464,40555042137404,Vi (Vodafone Idea),8200985574,103868908255333,SMS-MT,0,34322,34322,10238,GJ-SUR-ANANDMAHALROAD-06,Surat,Gujarat,N,N,
GJ-CDR-0005592,05-05-2026,02:49:30,8969925917,291807684220210,40559441483387,Reliance Jio,6283822612,788035628562290,SMS-MO,0,32121,32121,10095,GJ-SUR-KAMREJ-02,Surat,Gujarat,N,N,
GJ-CDR-0005593,05-05-2026,04:05:33,7033320419,026831067988348,40530322966171,Reliance Jio,9000991357,663492291606610,SMS-MO,0,34322,34322,10238,GJ-SUR-ANANDMAHALROAD-03,Surat,Gujarat,N,N,
GJ-CDR-0005594,05-05-2026,04:16:36,6306578025,123165955775674,40523114319433,Vi (Vodafone Idea),9083246081,948246128778851,MTC,62,37594,36836,18359,GJ-BHA-ANKLESHWARGIDC-11,Bharuch,Gujarat,Y,N,
GJ-CDR-0005595,05-05-2026,04:37:02,9023998706,998272255483084,40599448018374,Reliance Jio,8244513045,185571588531929,MTC,201,31638,31638,10142,GJ-SUR-RANDER-04,Surat,Gujarat,N,N,
GJ-CDR-0005596,05-05-2026,04:42:37,9088837573,406036753184874,40542619347714,Vi (Vodafone Idea),9839721639,898227342425961,MOC,74,32422,32422,11106,GJ-VAL-HALAR-03,Valsad,Gujarat,Y,N,
GJ-CDR-0005597,05-05-2026,05:00:30,8180473774,839820926403064,40561896469366,Airtel,8940899489,452196190933276,MOC,59,32121,32121,10095,GJ-SUR-KAMREJ-08,Surat,Gujarat,N,N,
GJ-CDR-0005598,05-05-2026,05:08:55,6393063724,329721838545656,40582157198872,Vi (Vodafone Idea),7007527791,036306127498958,SMS-MT,0,32423,32423,10692,GJ-SUR-ICHHAPORE-08,Surat,Gujarat,N,N,
GJ-CDR-0005599,05-05-2026,05:35:09,8297117696,009457570071242,40520032120959,BSNL,6375227691,791567755976858,MOC,134,37801,37801,10616,GJ-SUR-CHORYASI-09,Surat,Gujarat,N,N,
GJ-CDR-0005600,05-05-2026,05:57:56,6393063724,329721838545656,40582157198872,Vi (Vodafone Idea),8978324481,943176921601841,MOC,26,35093,35093,10281,GJ-SUR-UDHNA-10,Surat,Gujarat,N,N,
GJ-CDR-0005601,05-05-2026,06:38:35,9426016481,859700391230172,40570974999432,BSNL,8264171749,560089674827053,MTC,23,39169,39169,15552,GJ-MUM-DADAR-05,Mumbai,Out-of-Circle,Y,N,
GJ-CDR-0005602,05-05-2026,06:41:40,9153443420,420925502213536,40542386279977,Reliance Jio,8180473774,839820926403064,MTC,146,30973,30973,10754,GJ-SUR-PIPLOD-02,Surat,Gujarat,N,N,
GJ-CDR-0005603,05-05-2026,07:00:35,9863425658,651468926889970,40535311634380,Vi (Vodafone Idea),9897238572,836957760497757,MOC,79,32085,32085,10025,GJ-SUR-KATARGAM-06,Surat,Gujarat,N,N,
GJ-CDR-0005604,05-05-2026,07:10:03,8264171749,560089674827053,40589699605407,BSNL,8155710862,914220896143564,MOC,17,38627,38627,10223,GJ-SUR-MAGOB-09,Surat,Gujarat,N,N,
GJ-CDR-0005605,05-05-2026,08:17:35,8210092376,498903374265985,40584207409626,BSNL,8260513699,318332398074982,MTC,142,38001,38001,10654,GJ-SUR-ADAJAN-04,Surat,Gujarat,N,N,
GJ-CDR-0005606,05-05-2026,08:18:08,7033320419,026831067988348,40530322966171,Reliance Jio,6375227691,791567755976858,MTC,163,34990,34990,10142,GJ-SUR-RANDER-01,Surat,Gujarat,N,N,
GJ-CDR-0005607,05-05-2026,08:58:15,6277447802,367159330963838,40547610316863,Reliance Jio,8117958992,821835372411942,MTC,171,36551,36551,10759,GJ-SUR-VARACHHA-11,Surat,Gujarat,N,N,
GJ-CDR-0005608,05-05-2026,09:17:53,9061070590,506979434389896,40558698808489,BSNL,8147002138,109939874664039,MTC,449,35359,35359,10759,GJ-SUR-VARACHHA-08,Surat,Gujarat,N,N,
GJ-CDR-0005609,05-05-2026,10:13:47,6343975101,458098894333023,40522867128617,Reliance Jio,9891955628,979677931406106,MTC,15,34529,34529,10604,GJ-SUR-CITYLIGHT-08,Surat,Gujarat,N,N,
GJ-CDR-0005610,05-05-2026,10:22:32,9054259618,773210779751685,40535175750309,BSNL,9049231779,404519757188961,MTC,31,34560,34560,10250,GJ-SUR-PANDESARA-03,Surat,Gujarat,N,N,
GJ-CDR-0005611,05-05-2026,10:23:19,9938397186,701202749903744,40528108115285,Vi (Vodafone Idea),9021274627,571498956947750,SMS-MO,0,32586,32586,10032,GJ-SUR-PALANPUR-11,Surat,Gujarat,N,N,
GJ-CDR-0005612,05-05-2026,10:27:18,7035830780,084435553244494,40563811717812,Airtel,8183665280,094198304158306,MOC,59,39284,39284,10104,GJ-SUR-SACHINGIDC-06,Surat,Gujarat,N,N,
GJ-CDR-0005613,05-05-2026,10:40:48,9470920900,286241942369771,40549103693706,BSNL,7030533230,999513134044402,SMS-MO,0,37282,37282,10089,GJ-SUR-GHODDODROAD-11,Surat,Gujarat,N,N,
GJ-CDR-0005614,05-05-2026,11:05:35,8263491260,411479425932618,40574004612233,BSNL,9144864264,460826821031056,MTC,120,36628,34913,10432,GJ-SUR-LIMBAYAT-03,Surat,Gujarat,N,N,
GJ-CDR-0005615,05-05-2026,11:52:36,9874765279,294379559332808,40598895550412,Vi (Vodafone Idea),6360407982,498852054041993,MTC,35,35863,35863,10032,GJ-SUR-PALANPUR-08,Surat,Gujarat,N,N,
GJ-CDR-0005616,05-05-2026,12:24:21,8259023304,521625566176946,40546482569647,BSNL,7030533230,999513134044402,SMS-MT,0,33975,33975,10025,GJ-SUR-KATARGAM-04,Surat,Gujarat,N,N,
GJ-CDR-0005617,05-05-2026,12:29:17,7726005184,115409812474695,40574742948623,Vi (Vodafone Idea),9006936617,056317999065039,MOC,173,33796,33796,10030,GJ-SUR-AMROLI-03,Surat,Gujarat,N,N,
GJ-CDR-0005618,05-05-2026,12:59:24,6367040106,848762654960149,40590834519968,Reliance Jio,9099928840,726638503213723,SMS-MO,0,35481,35481,10754,GJ-SUR-PIPLOD-03,Surat,Gujarat,N,N,
GJ-CDR-0005619,05-05-2026,13:49:37,9958913776,236344741602881,40590000505459,Airtel,8264171749,560089674827053,MTC,26,35481,35481,10754,GJ-SUR-PIPLOD-02,Surat,Gujarat,N,N,
GJ-CDR-0005620,05-05-2026,14:07:03,9846537902,597425766874130,40552378552533,Vi (Vodafone Idea),9173721224,627093145778703,MOC,39,36965,36965,10228,GJ-SUR-ATHWA-12,Surat,Gujarat,N,N,
GJ-CDR-0005621,05-05-2026,14:08:37,9482211477,264038266203571,40552376013369,BSNL,7064571086,412639014340133,MTC,22,38046,38046,10913,GJ-SUR-BHATAR-02,Surat,Gujarat,N,N,
GJ-CDR-0005622,05-05-2026,14:09:52,9023998706,998272255483084,40599448018374,Reliance Jio,9048594227,161764015451112,MTC,30,36836,36836,18359,GJ-BHA-ANKLESHWARGIDC-05,Bharuch,Gujarat,Y,N,
GJ-CDR-0005623,05-05-2026,14:18:39,9099928840,726638503213723,40591912085920,Airtel,8245848409,759866171998149,MOC,24,38001,38001,10654,GJ-SUR-ADAJAN-03,Surat,Gujarat,N,N,
GJ-CDR-0005624,05-05-2026,14:28:12,9080627444,931637204491213,40547364630839,Vi (Vodafone Idea),7014787853,361445971292909,SMS-MT,0,33796,33796,10030,GJ-SUR-AMROLI-11,Surat,Gujarat,N,N,
GJ-CDR-0005625,05-05-2026,14:37:30,9813878822,178461989880739,40595882718828,Airtel,6378396103,491534172133517,MOC,12,30383,30383,10228,GJ-SUR-ATHWA-04,Surat,Gujarat,N,N,
GJ-CDR-0005626,05-05-2026,14:45:05,6360560127,606032868086239,40522945019570,Airtel,9863425658,651468926889970,MOC,26,37528,37528,10250,GJ-SUR-PANDESARA-06,Surat,Gujarat,N,N,
GJ-CDR-0005627,05-05-2026,14:55:58,8262180750,868589574195912,40589038960646,BSNL,9803671707,607796150138811,SMS-MO,0,34322,34322,10238,GJ-SUR-ANANDMAHALROAD-08,Surat,Gujarat,N,N,
GJ-CDR-0005628,05-05-2026,15:07:36,7039474201,463063934408962,40591112084428,Vi (Vodafone Idea),9061070590,506979434389896,MTC,10,39973,39973,10114,GJ-SUR-VESU-08,Surat,Gujarat,N,N,
GJ-CDR-0005629,05-05-2026,15:23:31,9048115320,333850056204280,40589420391749,BSNL,7078581874,041865342800122,SMS-MT,0,33206,33206,10913,GJ-SUR-BHATAR-04,Surat,Gujarat,N,N,
GJ-CDR-0005630,05-05-2026,15:31:25,9006936617,056317999065039,40553942108178,Airtel,9882960372,206895769266243,MOC,106,34274,34274,10754,GJ-SUR-PIPLOD-05,Surat,Gujarat,N,N,
GJ-CDR-0005631,05-05-2026,16:04:00,7053112749,125875698778491,40526943388573,Vi (Vodafone Idea),6315918132,513320174932170,SMS-MT,0,32797,31261,10238,GJ-SUR-ANANDMAHALROAD-09,Surat,Gujarat,N,N,
GJ-CDR-0005632,05-05-2026,16:11:30,6283822612,788035628562290,40552178927978,Reliance Jio,6337131878,144624274538483,SMS-MO,0,34002,34002,11434,GJ-AHM-NAVRANGPURA-05,Ahmedabad,Gujarat,Y,N,
GJ-CDR-0005633,05-05-2026,16:22:11,8257848634,101837512445132,40562760633532,BSNL,9051214109,849989711948403,MOC,46,35481,35481,10754,GJ-SUR-PIPLOD-12,Surat,Gujarat,N,N,
GJ-CDR-0005634,05-05-2026,16:33:05,9967124306,091011063465027,40511924808059,Airtel,9834661942,908733753074007,MOC,51,38254,38254,10223,GJ-SUR-MAGOB-03,Surat,Gujarat,N,N,
GJ-CDR-0005635,05-05-2026,16:55:29,9839721639,898227342425961,40588720922134,Vi (Vodafone Idea),6294382969,417822261196667,SMS-MO,0,39508,39508,10025,GJ-SUR-KATARGAM-06,Surat,Gujarat,N,N,
GJ-CDR-0005636,05-05-2026,17:00:24,9051590785,490446490060265,40551352547168,BSNL,7043319257,122275239680464,MTC,45,39495,39495,10604,GJ-SUR-CITYLIGHT-12,Surat,Gujarat,N,N,
GJ-CDR-0005637,05-05-2026,17:01:56,9470920900,286241942369771,40549103693706,BSNL,7007527791,036306127498958,MOC,24,38508,31847,10692,GJ-SUR-ICHHAPORE-10,Surat,Gujarat,N,N,
GJ-CDR-0005638,05-05-2026,17:47:19,7084921945,794958581751687,40550089437627,Reliance Jio,9497526399,609007857315453,SMS-MO,0,34301,39973,10114,GJ-SUR-VESU-06,Surat,Gujarat,N,Y,mule_ring_layering_burst
GJ-CDR-0005639,05-05-2026,17:50:06,7084921945,794958581751687,40550089437627,Reliance Jio,9001098191,121089217446248,MOC,197,39973,39973,10114,GJ-SUR-VESU-03,Surat,Gujarat,N,Y,mule_ring_layering_burst
GJ-CDR-0005640,05-05-2026,17:51:25,9031367138,864926170726182,40553614025252,BSNL,6303741581,472848963951877,MOC,41,38001,38001,10654,GJ-SUR-ADAJAN-03,Surat,Gujarat,N,N,
GJ-CDR-0005641,05-05-2026,17:56:43,7084921945,794958581751687,40550089437627,Reliance Jio,6349029451,339950808586644,MOC,50,35508,35508,10114,GJ-SUR-VESU-01,Surat,Gujarat,N,Y,mule_ring_layering_burst
GJ-CDR-0005642,05-05-2026,18:04:58,6294382969,417822261196667,40579983388521,Reliance Jio,6214882590,379148721296946,MOC,48,35499,35499,10142,GJ-SUR-RANDER-07,Surat,Gujarat,N,N,
GJ-CDR-0005643,05-05-2026,18:07:36,8117958992,821835372411942,40585056154227,Airtel,9897238572,836957760497757,MTC,146,34560,34560,10250,GJ-SUR-PANDESARA-01,Surat,Gujarat,N,N,
GJ-CDR-0005644,05-05-2026,18:07:41,9877191506,476146801753931,40545626729088,Airtel,7098142403,927449957129557,MOC,519,34432,34432,10095,GJ-SUR-KAMREJ-07,Surat,Gujarat,N,N,
GJ-CDR-0005645,05-05-2026,18:07:52,7084921945,794958581751687,40550089437627,Reliance Jio,9086426989,816644790450242,MOC,101,35508,35508,10114,GJ-SUR-VESU-05,Surat,Gujarat,N,Y,mule_ring_layering_burst
GJ-CDR-0005646,05-05-2026,18:08:16,7084921945,794958581751687,40550089437627,Reliance Jio,9827115379,813000716595079,MOC,24,35508,35508,10114,GJ-SUR-VESU-06,Surat,Gujarat,N,Y,mule_ring_layering_burst
GJ-CDR-0005647,05-05-2026,18:11:30,9059075711,559117788826541,40561166083279,Vi (Vodafone Idea),9096895369,735261831758874,SMS-MT,0,37925,37925,10432,GJ-SUR-LIMBAYAT-10,Surat,Gujarat,N,N,
GJ-CDR-0005648,05-05-2026,18:13:29,8259023304,521625566176946,40546482569647,BSNL,9437190873,443733908919179,MOC,51,35685,35685,10104,GJ-SUR-SACHINGIDC-11,Surat,Gujarat,N,N,
GJ-CDR-0005649,05-05-2026,18:15:07,9001098191,121089217446248,40591981015609,Reliance Jio,6349029451,339950808586644,MOC,12,32282,32282,10754,GJ-SUR-PIPLOD-10,Surat,Gujarat,N,Y,mule_ring_lateral_contact
GJ-CDR-0005650,05-05-2026,18:15:55,8210092376,498903374265985,40584207409626,BSNL,6333980065,671371194810172,MTC,68,39508,39508,10025,GJ-SUR-KATARGAM-01,Surat,Gujarat,N,N,
GJ-CDR-0005651,05-05-2026,18:16:44,7022885053,549310530952171,40562609172018,Airtel,7773452312,854104607514168,MOC,117,31107,31107,10030,GJ-SUR-AMROLI-02,Surat,Gujarat,N,N,
GJ-CDR-0005652,05-05-2026,18:18:13,9481591238,861144647170031,40511760201609,BSNL,6355478465,942034105712564,MOC,30,36628,36628,10432,GJ-SUR-LIMBAYAT-07,Surat,Gujarat,N,N,
GJ-CDR-0005653,05-05-2026,18:18:56,9059075711,559117788826541,40561166083279,Vi (Vodafone Idea),9874765279,294379559332808,MTC,168,36551,36551,10759,GJ-SUR-VARACHHA-11,Surat,Gujarat,N,N,
GJ-CDR-0005654,05-05-2026,18:19:01,9093286999,880197133592061,40578212621554,Reliance Jio,7788610979,797681551123777,MOC,949,30105,30105,10281,GJ-SUR-UDHNA-10,Surat,Gujarat,N,N,
GJ-CDR-0005655,05-05-2026,18:19:07,9478664331,780975086036749,40528869366784,BSNL,9047063399,202399992331756,SMS-MO,0,34136,34136,10913,GJ-SUR-BHATAR-03,Surat,Gujarat,N,N,
GJ-CDR-0005656,05-05-2026,18:25:12,9023998706,998272255483084,40599448018374,Reliance Jio,7726759620,832596267633408,MTC,60,39588,39588,10517,GJ-SUR-DABHOLI-10,Surat,Gujarat,N,N,
GJ-CDR-0005657,05-05-2026,18:29:19,8241847827,424723801312434,40517249568730,BSNL,6339776794,222135195133735,MOC,47,39588,39588,10517,GJ-SUR-DABHOLI-01,Surat,Gujarat,N,N,
GJ-CDR-0005658,05-05-2026,18:37:15,9946748401,455630202047508,40570047796493,Vi (Vodafone Idea),7711268747,532751020189276,MTC,125,35132,35132,10223,GJ-SUR-MAGOB-02,Surat,Gujarat,N,N,
GJ-CDR-0005659,05-05-2026,18:38:57,9042306924,075329566172463,40590031514356,Reliance Jio,8928840098,509395773012838,MTC,19,32317,32317,14257,GJ-AHM-MANINAGAR-04,Ahmedabad,Gujarat,Y,N,
GJ-CDR-0005660,05-05-2026,18:40:25,8183665280,094198304158306,40532392416664,Airtel,9891955628,979677931406106,SMS-MT,0,30871,30871,10654,GJ-SUR-ADAJAN-12,Surat,Gujarat,N,N,
GJ-CDR-0005661,05-05-2026,18:42:43,9487734515,057296193739715,40574007851819,BSNL,8244513045,185571588531929,MOC,3,38627,38627,10223,GJ-SUR-MAGOB-10,Surat,Gujarat,N,N,
GJ-CDR-0005662,05-05-2026,18:43:51,9814884890,556505397018335,40531535877304,Airtel,8946915640,336836298543394,SMS-MO,0,33985,33985,13547,GJ-DEL-KAROLBAGH-12,Delhi,Out-of-Circle,Y,N,
GJ-CDR-0005663,05-05-2026,18:45:45,8959788939,313119796196972,40585837210758,Reliance Jio,9024776255,019957953390343,SMS-MO,0,37945,37945,10281,GJ-SUR-UDHNA-12,Surat,Gujarat,N,N,
GJ-CDR-0005664,05-05-2026,19:15:20,9466563155,720026558232971,40594478021057,BSNL,9406214591,824835472713661,MTC,82,35499,35499,10142,GJ-SUR-RANDER-05,Surat,Gujarat,N,N,
GJ-CDR-0005665,05-05-2026,19:17:27,9051590785,490446490060265,40551352547168,BSNL,7773452312,854104607514168,MOC,32,30973,30973,10754,GJ-SUR-PIPLOD-04,Surat,Gujarat,N,N,
GJ-CDR-0005666,05-05-2026,19:21:50,9846537902,597425766874130,40552378552533,Vi (Vodafone Idea),9047181535,821480788671957,MOC,228,37282,37282,10089,GJ-SUR-GHODDODROAD-01,Surat,Gujarat,N,N,
GJ-CDR-0005667,05-05-2026,19:23:18,7017004464,253165532902977,40547307137588,Reliance Jio,9876217694,160624387079174,MTC,23,32121,32121,10095,GJ-SUR-KAMREJ-09,Surat,Gujarat,N,N,
GJ-CDR-0005668,05-05-2026,19:28:25,8123552034,487806083793849,40525826607330,Airtel,9462677094,459657385607636,SMS-MT,0,35811,35811,10089,GJ-SUR-GHODDODROAD-09,Surat,Gujarat,N,N,
GJ-CDR-0005669,05-05-2026,19:29:15,9958913776,236344741602881,40590000505459,Airtel,9985613858,150302996711558,SMS-MO,0,30871,30871,10654,GJ-SUR-ADAJAN-01,Surat,Gujarat,N,N,
GJ-CDR-0005670,05-05-2026,19:31:13,8123552034,487806083793849,40525826607330,Airtel,9814884890,556505397018335,MTC,16,34560,34560,10250,GJ-SUR-PANDESARA-12,Surat,Gujarat,N,N,
GJ-CDR-0005671,05-05-2026,19:40:38,9878096869,672539381883939,40542397281438,Vi (Vodafone Idea),8959788939,313119796196972,MTC,53,38001,38001,10654,GJ-SUR-ADAJAN-02,Surat,Gujarat,N,N,
GJ-CDR-0005672,05-05-2026,19:41:21,9863425658,651468926889970,40535311634380,Vi (Vodafone Idea),6304577192,955782895425571,MOC,33,31322,39588,10517,GJ-SUR-DABHOLI-02,Surat,Gujarat,N,N,
GJ-CDR-0005673,05-05-2026,19:43:05,9056800142,210096896718168,40582811126049,Airtel,9052073455,223105030571154,MOC,698,34560,34560,10250,GJ-SUR-PANDESARA-02,Surat,Gujarat,N,N,
GJ-CDR-0005674,05-05-2026,19:43:32,9059075711,559117788826541,40561166083279,Vi (Vodafone Idea),7034529645,081178617080039,MTC,90,31544,31544,10758,GJ-SUR-DUMAS-01,Surat,Gujarat,N,N,
GJ-CDR-0005675,05-05-2026,19:45:17,9077377819,713060845042046,40575121276447,Airtel,7788610979,797681551123777,MOC,266,32797,32797,10238,GJ-SUR-ANANDMAHALROAD-09,Surat,Gujarat,N,N,
GJ-CDR-0005676,05-05-2026,19:47:34,6251141623,241814813438110,40560430699914,Reliance Jio,6326903972,855827752995718,MTC,62,32797,32797,10238,GJ-SUR-ANANDMAHALROAD-10,Surat,Gujarat,N,N,
GJ-CDR-0005677,05-05-2026,19:49:52,6326903972,855827752995718,40526072310757,Reliance Jio,8155710862,914220896143564,SMS-MT,0,34913,34913,10432,GJ-SUR-LIMBAYAT-11,Surat,Gujarat,N,N,
GJ-CDR-0005678,05-05-2026,20:08:38,6343975101,458098894333023,40522867128617,Reliance Jio,6226219547,810444769043821,MOC,191,34301,34301,10114,GJ-SUR-VESU-09,Surat,Gujarat,N,N,
GJ-CDR-0005679,05-05-2026,20:18:56,9012497034,197298661203121,40581769149510,Airtel,7711268747,532751020189276,MTC,128,39588,39588,10517,GJ-SUR-DABHOLI-03,Surat,Gujarat,N,N,
GJ-CDR-0005680,05-05-2026,20:19:21,7044566847,543084449360213,40539556987487,Vi (Vodafone Idea),9842344046,319080078555313,SMS-MO,0,30558,30558,10089,GJ-SUR-GHODDODROAD-11,Surat,Gujarat,N,N,
GJ-CDR-0005681,05-05-2026,20:19:33,9403426146,524941198520001,40564447835707,BSNL,6357091730,743645137591697,MTC,33,37945,37945,10281,GJ-SUR-UDHNA-07,Surat,Gujarat,N,N,
GJ-CDR-0005682,05-05-2026,20:24:59,8245467688,784484060857729,40553566474661,BSNL,9145590754,597961816638466,MOC,9,32607,32607,10030,GJ-SUR-AMROLI-08,Surat,Gujarat,N,N,
GJ-CDR-0005683,05-05-2026,20:27:33,6355478465,942034105712564,40571277575184,Airtel,8195621099,460043623456322,MTC,197,37594,37594,18359,GJ-BHA-ANKLESHWARGIDC-01,Bharuch,Gujarat,Y,N,
GJ-CDR-0005684,05-05-2026,20:28:55,7035122457,665666027931160,40591905341339,Airtel,6277447802,367159330963838,SMS-MO,0,30583,30583,10095,GJ-SUR-KAMREJ-05,Surat,Gujarat,N,N,
GJ-CDR-0005685,05-05-2026,20:31:21,9484111421,775718885061132,40543342355232,BSNL,9974706649,301303816626313,MOC,15,36628,36628,10432,GJ-SUR-LIMBAYAT-11,Surat,Gujarat,N,N,
GJ-CDR-0005686,05-05-2026,20:32:46,9808883641,880163892733144,40559644811798,Vi (Vodafone Idea),9495500653,263216499065055,MTC,78,32270,32270,10223,GJ-SUR-MAGOB-11,Surat,Gujarat,N,N,
GJ-CDR-0005687,05-05-2026,20:35:56,8200985574,103868908255333,40552706517396,BSNL,6384835410,656411654819398,MTC,252,30871,35010,10654,GJ-SUR-ADAJAN-04,Surat,Gujarat,N,N,
GJ-CDR-0005688,05-05-2026,20:36:45,7071166329,471044106549030,40522792913089,Vi (Vodafone Idea),9008127387,209074766470263,MOC,44,36722,34422,10692,GJ-SUR-ICHHAPORE-05,Surat,Gujarat,N,N,
GJ-CDR-0005689,05-05-2026,20:40:22,9422982734,228711709242560,40570136677720,BSNL,9007256037,863974311507156,MOC,96,31581,30483,10030,GJ-SUR-AMROLI-07,Surat,Gujarat,N,N,
GJ-CDR-0005690,05-05-2026,20:44:49,6271924032,913913047462630,40589937795206,Reliance Jio,8210092376,498903374265985,MTC,121,37168,37168,10913,GJ-SUR-BHATAR-09,Surat,Gujarat,N,N,
GJ-CDR-0005691,05-05-2026,20:52:50,9403421373,211209129205094,40516390323177,BSNL,9424477578,936995141429078,MTC,17,39034,39034,10604,GJ-SUR-CITYLIGHT-12,Surat,Gujarat,N,N,
GJ-CDR-0005692,05-05-2026,20:56:07,9022757455,259577424762802,40521497285376,Reliance Jio,8271524097,098573900180549,MOC,375,30159,30159,10238,GJ-SUR-ANANDMAHALROAD-08,Surat,Gujarat,N,N,
GJ-CDR-0005693,05-05-2026,20:59:39,8263491260,411479425932618,40574004612233,BSNL,6309331980,817276144836168,SMS-MT,0,34301,34301,10114,GJ-SUR-VESU-03,Surat,Gujarat,N,N,
